啊哈	a'ha
林子	lin'zi
磷肥	lin'fei
磷光	lin'guang
磷矿粉	lin'kuang'fen
磷酸	lin'suan
磷酸钙	lin'suan'gai
磷酸钠	lin'suan'na
磷酸盐	lin'suan'yan
磷脂	lin'zhi
临安	lin'an
临床	lin'chuang
临到	lin'dao
临汾	lin'fen
临海	lin'hai
临界	lin'jie
临界点	lin'jie'dian
临界温度	lin'jie'wen'du
临界压	lin'jie'ya
临近	lin'jin
临摹	lin'mo
临清	lin'qing
临时	lin'shi
临时代办	lin'shi'dai'ban
临时工	lin'shi'gong
临水	lin'shui
临死	lin'si
临头	lin'tou
临危不惧	lin'wei'bu'ju
临刑	lin'xing
临行	lin'xing
临阵	lin'zhen
临终	lin'zhong
邻邦	lin'bang
邻国	lin'guo
邻接	lin'jie
邻近	lin'jin
邻居	lin'ju
邻里	lin'li
鳞茎	lin'jing
鳞片	lin'pian
淋巴	lin'ba
淋巴结	lin'ba'jie
淋巴细胞	lin'ba'xi'bao
淋漓	lin'li
淋漓尽致	lin'li'jin'zhi
淋淋	lin'lin
淋洗	lin'xi
淋浴	lin'yu
凛凛	lin'lin
凛冽	lin'lie
吝惜	lin'xi
吝啬	lin'se
玲珑	ling'long
菱角	ling'jiao
菱形	ling'xing
零点	ling'dian
零度	ling'du
零件	ling'jian
零件图	ling'jian'tu
零零碎碎	ling'ling'sui'sui
零乱	ling'luan
零落	ling'luo
零散	ling'san
零时	ling'shi
零售	ling'shou
零售价格	ling'shou'jia'ge
零碎	ling'sui
零星	ling'xing
零用	ling'yong
龄级	ling'ji
龄期	ling'qi
铃声	ling'sheng
铃铎	ling'duo
伶俐	ling'li
羚羊	ling'yang
凌晨	ling'chen
凌迟	ling'chi
凌空	ling'kong
凌乱	ling'luan
凌辱	ling'ru
凌云	ling'yun
灵宝	ling'bao
灵车	ling'che
灵丹妙药	ling'dan'miao'yao
灵感	ling'gan
灵魂	ling'hun
灵活	ling'huo
灵机一动	ling'ji'yi'dong
灵敏	ling'min
灵敏度	ling'min'du
灵巧	ling'qiao
灵渠	ling'qu
灵山	ling'shan
灵通	ling'tong
灵武	ling'wu
灵验	ling'yan
灵芝	ling'zhi
灵柩	ling'jiu
陵墓	ling'mu
陵寝	ling'qin
陵园	ling'yuan
岭南	ling'nan
领带	ling'dai
领导	ling'dao
领道	ling'dao
领地	ling'di
领队	ling'dui
领海	ling'hai
领航	ling'hang
领会	ling'hui
领奖	ling'jiang
领教	ling'jiao
领空	ling'kong
领口	ling'kou
领略	ling'lue
领取	ling'qu
领事	ling'shi
领事裁判权	ling'shi'cai'pan'quan
领事馆	ling'shi'guan
领受	ling'shou
领水	ling'shui
领头	ling'tou
领土	ling'tu
领悟	ling'wu
领先	ling'xian
领衔	ling'xian
领袖	ling'xiu
领有	ling'you
领域	ling'yu
领主	ling'zhu
领子	ling'zi
另将	ling'jiang
另外	ling'wai
另行	ling'xing
另行安排	ling'xing'an'pai
另行通知	ling'xing'tong'zhi
另一	ling'yi
另一方面	ling'yi'fang'mian
另一种	ling'yi'zhong
另有	ling'you
令弟	ling'di
令人	ling'ren
令人齿冷	ling'ren'chi'leng
令人发指	ling'ren'fa'zhi
令人作呕	ling'ren'zuo'ou
溜冰	liu'bing
溜掉	liu'diao
溜井	liu'jing
溜子	liu'zi
溜走	liu'zou
琉璃	liu'li
琉璃厂	liu'li'chang
硫胺素	liu'an'su
硫化	liu'hua
硫化黑	liu'hua'hei
硫化碱	liu'hua'jian
硫化钠	liu'hua'na
硫化铅	liu'hua'qian
硫化氢	liu'hua'qing
硫化染料	liu'hua'ran'liao
硫化物	liu'hua'wu
硫化锌	liu'hua'xin
硫磺	liu'huang
硫酸	liu'suan
硫酸钡	liu'suan'bei
硫酸钙	liu'suan'gai
硫酸钾	liu'suan'jia
硫酸铝	liu'suan'lv
硫酸镁	liu'suan'mei
硫酸钠	liu'suan'na
硫酸铜	liu'suan'tong
硫酸锌	liu'suan'xin
硫酸亚铁	liu'suan'ya'tie
硫酸盐	liu'suan'yan
硫酸铵	liu'suan'an
硫铁矿	liu'tie'kuang
留存	liu'cun
留点	liu'dian
留给	liu'gei
留级	liu'ji
留空	liu'kong
留连	liu'lian
留恋	liu'lian
留念	liu'nian
留情	liu'qing
留任	liu'ren
留神	liu'shen
留声机	liu'sheng'ji
留守	liu'shou
留下	liu'xia
留心	liu'xin
留学	liu'xue
留学生	liu'xue'sheng
留言	liu'yan
留意	liu'yi
留影	liu'ying
留用	liu'yong
留有	liu'you
留有余地	liu'you'yu'di
留有余兴	liu'you'yu'xing
留职	liu'zhi
留置	liu'zhi
留置权	liu'zhi'quan
留住	liu'zhu
刘安	liu'an
刘邦	liu'bang
刘备	liu'bei
刘表	liu'biao
刘聪	liu'cong
刘福通	liu'fu'tong
刘胡兰	liu'hu'lan
刘徽	liu'hui
刘坤一	liu'kun'yi
刘师培	liu'shi'pei
刘宋	liu'song
刘体纯	liu'ti'chun
刘向	liu'xiang
刘秀	liu'xiu
刘玄	liu'xuan
刘裕	liu'yu
刘宗敏	liu'zong'min
刘琨	liu'kun
瘤胃	liu'wei
流弊	liu'bi
流产	liu'chan
流畅	liu'chang
流程	liu'cheng
流传	liu'chuan
流动	liu'dong
流动资本	liu'dong'zi'ben
流毒	liu'du
流放	liu'fang
流感	liu'gan
流化床	liu'hua'chuang
流尽	liu'jin
流寇	liu'kou
流浪	liu'lang
流离	liu'li
流离失所	liu'li'shi'suo
流利	liu'li
流连忘返	liu'lian'wang'fan
流量	liu'liang
流露	liu'lu
流落	liu'luo
流氓	liu'mang
流民	liu'min
流派	liu'pai
流人	liu'ren
流散	liu'san
流沙	liu'sha
流失	liu'shi
流水	liu'shui
流水线	liu'shui'xian
流水作业	liu'shui'zuo'ye
流速	liu'su
流体	liu'ti
流通	liu'tong
流通费用	liu'tong'fei'yong
流通领域	liu'tong'ling'yu
流通手段	liu'tong'shou'duan
流亡	liu'wang
流网	liu'wang
流线	liu'xian
流线型	liu'xian'xing
流星	liu'xing
流行	liu'xing
流行于	liu'xing'yu
流血	liu'xue
流血牺牲	liu'xue'xi'sheng
流言	liu'yan
流言蜚语	liu'yan'fei'yu
流域	liu'yu
流域面积	liu'yu'mian'ji
流转	liu'zhuan
柳敬亭	liu'jing'ting
柳琴	liu'qin
柳杉	liu'shan
柳树	liu'shu
柳条	liu'tiao
柳枝	liu'zhi
柳州	liu'zhou
柳宗元	liu'zong'yuan
六安	liu'an
六边形	liu'bian'xing
六部	liu'bu
六次	liu'ci
六道	liu'dao
六度	liu'du
六法	liu'fa
六个	liu'ge
六根	liu'gen
六家	liu'jia
六角	liu'jiao
六经	liu'jing
六军	liu'jun
六六六	liu'liu'liu
六师	liu'shi
六十	liu'shi
六条	liu'tiao
六艺	liu'yi
六月	liu'yue
六镇	liu'zhen
六韬	liu'tao
龙凤	long'feng
龙宫	long'gong
龙骨	long'gu
龙虎	long'hu
龙济光	long'ji'guang
龙江	long'jiang
龙井	long'jing
龙井茶	long'jing'cha
龙驹	long'ju
龙卷风	long'juan'feng
龙口	long'kou
龙门	long'men
龙门架	long'men'jia
龙年	long'nian
龙袍	long'pao
龙山	long'shan
龙山文化	long'shan'wen'hua
龙套	long'tao
龙头	long'tou
龙王	long'wang
龙溪	long'xi
龙须沟	long'xu'gou
龙岩	long'yan
龙眼	long'yan
龙种	long'zhong
聋哑	long'ya
聋子	long'zi
笼络	long'luo
笼统	long'tong
笼罩	long'zhao
笼子	long'zi
窿缘桉	long'yuan'an
隆冬	long'dong
隆隆	long'long
隆起	long'qi
隆重	long'zhong
垄断	long'duan
垄断价格	long'duan'jia'ge
垄断利润	long'duan'li'run
垄断资本	long'duan'zi'ben
垄断资本主义	long'duan'zi'ben'zhu'yi
垄断资产阶级	long'duan'zi'chan'jie'ji
垄断组织	long'duan'zu'zhi
楼板	lou'ban
楼船	lou'chuan
楼顶	lou'ding
楼房	lou'fang
楼盖	lou'gai
楼阁	lou'ge
楼面	lou'mian
楼内	lou'nei
楼群	lou'qun
楼上	lou'shang
楼台	lou'tai
楼梯	lou'ti
楼下	lou'xia
搂抱	lou'bao
漏出	lou'chu
漏电	lou'dian
漏洞	lou'dong
漏斗	lou'dou
漏风	lou'feng
漏光	lou'guang
漏气	lou'qi
漏勺	lou'shao
漏水	lou'shui
漏税	lou'shui
漏网	lou'wang
漏下	lou'xia
漏馅	lou'xian
漏字	lou'zi
陋习	lou'xi
芦根	lu'gen
芦沟桥	lu'gou'qiao
芦花	lu'hua
芦苇	lu'wei
芦席	lu'xi
芦笙	lu'sheng
卢比	lu'bi
卢布	lu'bu
卢萨卡	lu'sa'ka
卢森堡	lu'sen'bao
颅骨	lu'gu
庐江	lu'jiang
庐山	lu'shan
庐州	lu'zhou
炉衬	lu'chen
炉顶	lu'ding
炉管	lu'guan
炉灰	lu'hui
炉火	lu'huo
炉料	lu'liao
炉门	lu'men
炉膛	lu'tang
炉温	lu'wen
炉灶	lu'zao
炉渣	lu'zha
炉子	lu'zi
掳掠	lu'lue
卤化	lu'hua
卤化物	lu'hua'wu
卤水	lu'shui
卤素	lu'su
卤族	lu'zu
鲁班	lu'ban
鲁班奖	lu'ban'jiang
鲁莽	lu'mang
鲁迅	lu'xun
露白	lu'bai
露出	lu'chu
露点	lu'dian
露骨	lu'gu
露面	lu'mian
露水	lu'shui
露水河	lu'shui'he
露天	lu'tian
露天开采	lu'tian'kai'cai
露天矿	lu'tian'kuang
露头	lu'tou
露营	lu'ying
露珠	lu'zhu
路北	lu'bei
路边	lu'bian
路标	lu'biao
路程	lu'cheng
路德	lu'de
路灯	lu'deng
路端电压	lu'duan'dian'ya
路段	lu'duan
路费	lu'fei
路过	lu'guo
路基	lu'ji
路径	lu'jing
路局	lu'ju
路口	lu'kou
路矿	lu'kuang
路面	lu'mian
路签	lu'qian
路人	lu'ren
路上	lu'shang
路数	lu'shu
路透社	lu'tou'she
路途	lu'tu
路线	lu'xian
路线斗争	lu'xian'dou'zheng
路易	lu'yi
路易斯	lu'yi'si
路子	lu'zi
鹿港	lu'gang
鹿茸	lu'rong
录取	lu'qu
录入	lu'ru
录像机	lu'xiang'ji
录音	lu'yin
录音机	lu'yin'ji
录音室	lu'yin'shi
录用	lu'yong
录制	lu'zhi
陆地	lu'di
陆地棉	lu'di'mian
陆丰	lu'feng
陆贾	lu'jia
陆九渊	lu'jiu'yuan
陆军	lu'jun
陆路	lu'lu
陆陆	lu'lu
陆荣廷	lu'rong'ting
陆续	lu'xu
陆游	lu'you
陆战	lu'zhan
陆征祥	lu'zheng'xiang
铝箔	lv'bo
铝矾土	lv'fan'tu
铝壶	lv'hu
铝勺	lv'shao
铝土矿	lv'tu'kuang
铝制	lv'zhi
旅伴	lv'ban
旅长	lv'zhang
旅程	lv'cheng
旅次	lv'ci
旅大	lv'da
旅店	lv'dian
旅费	lv'fei
旅馆	lv'guan
旅进旅退	lv'jin'lv'tui
旅居	lv'ju
旅客	lv'ke
旅客列车	lv'ke'lie'che
旅舍	lv'she
旅社	lv'she
旅顺	lv'shun
旅途	lv'tu
旅途见闻	lv'tu'jian'wen
旅途生活	lv'tu'sheng'huo
旅途愉快	lv'tu'yu'kuai
旅行	lv'xing
旅行袋	lv'xing'dai
旅行飞机	lv'xing'fei'ji
旅行机构	lv'xing'ji'gou
旅行社	lv'xing'she
旅行团	lv'xing'tuan
旅游	lv'you
旅游业	lv'you'ye
履带	lv'dai
履历	lv'li
履行	lv'xing
履约	lv'yue
屡次	lv'ci
屡见不鲜	lv'jian'bu'xian
屡建奇勋	lv'jian'qi'xun
屡教不改	lv'jiao'bu'gai
缕缕	lv'lv
氯苯	lv'ben
氯丁橡胶	lv'ding'xiang'jiao
氯仿	lv'fang
氯化	lv'hua
氯化钙	lv'hua'gai
氯化钾	lv'hua'jia
氯化苦	lv'hua'ku
氯化铝	lv'hua'lv
氯化镁	lv'hua'mei
氯化钠	lv'hua'na
氯化氢	lv'hua'qing
氯化氰	lv'hua'qing
氯化铁	lv'hua'tie
氯化物	lv'hua'wu
氯化锌	lv'hua'xin
氯化亚锡	lv'hua'ya'xi
氯化铵	lv'hua'an
氯气	lv'qi
氯酸	lv'suan
氯酸钾	lv'suan'jia
氯乙烯	lv'yi'xi
律历志	lv'li'zhi
律例	lv'li
律令	lv'ling
律吕	lv'lv
律师	lv'shi
律诗	lv'shi
率尔而对	shuai'er'er'dui
滤波	lv'bo
滤波器	lv'bo'qi
滤池	lv'chi
滤过	lv'guo
滤器	lv'qi
滤清	lv'qing
滤色镜	lv'se'jing
滤液	lv'ye
滤纸	lv'zhi
绿茶	lv'cha
绿灯	lv'deng
绿地	lv'di
绿豆	lv'dou
绿矾	lv'fan
绿肥	lv'fei
绿肥作物	lv'fei'zuo'wu
绿化	lv'hua
绿林	lv'lin
绿绿的	lv'lv'de
绿色	lv'se
绿色植物	lv'se'zhi'wu
绿水	lv'shui
绿叶	lv'ye
绿荫	lv'yin
绿营	lv'ying
绿油油	lv'you'you
绿藻	lv'zao
绿洲	lv'zhou
绿竹	lv'zhu
孪生	luan'sheng
滦州	luan'zhou
卵巢	luan'chao
卵黄	luan'huang
卵块	luan'kuai
卵裂	luan'lie
卵泡	luan'pao
卵生	luan'sheng
卵石	luan'shi
卵细胞	luan'xi'bao
卵形	luan'xing
卵子	luan'zi
乱动	luan'dong
乱搞	luan'gao
乱哄哄	luan'hong'hong
乱来	luan'lai
乱跑	luan'pao
乱七八糟	luan'qi'ba'zao
乱世	luan'shi
乱说	luan'shuo
乱真	luan'zhen
乱子	luan'zi
乱走	luan'zou
掠夺	lue'duo
掠过	lue'guo
掠取	lue'qu
略大于	lue'da'yu
略带	lue'dai
略低于	lue'di'yu
略高于	lue'gao'yu
略加	lue'jia
略略	lue'lue
略去	lue'qu
略图	lue'tu
略微	lue'wei
略阳	lue'yang
略知	lue'zhi
略知一二	lue'zhi'yi'er
轮班	lun'ban
轮齿	lun'chi
轮虫	lun'chong
轮船	lun'chuan
轮带	lun'dai
轮到	lun'dao
轮渡	lun'du
轮对	lun'dui
轮番	lun'fan
轮换	lun'huan
轮回	lun'hui
轮机	lun'ji
轮廓	lun'kuo
轮流	lun'liu
轮盘	lun'pan
轮式拖拉机	lun'shi'tuo'la'ji
轮胎	lun'tai
轮训	lun'xun
轮轴	lun'zhou
轮转	lun'zhuan
轮子	lun'zi
轮作	lun'zuo
轮毂	lun'gu
伦常	lun'chang
伦敦	lun'dun
伦理	lun'li
伦理学	lun'li'xue
伦琴	lun'qin
伦琴射线	lun'qin'she'xian
沦为	lun'wei
沦陷	lun'xian
纶巾	guan'jin
论处	lun'chu
论点	lun'dian
论断	lun'duan
论衡	lun'heng
论价	lun'jia
论据	lun'ju
论理	lun'li
论列	lun'lie
论述	lun'shu
论说	lun'shuo
论坛	lun'tan
论坛报	lun'tan'bao
论文	lun'wen
论语	lun'yu
论战	lun'zhan
论争	lun'zheng
论证	lun'zheng
论著	lun'zhu
论罪	lun'zui
螺钉	luo'ding
螺距	luo'ju
螺帽	luo'mao
螺母	luo'mu
螺栓	luo'shuan
螺丝	luo'si
螺丝钉	luo'si'ding
螺丝帽	luo'si'mao
螺纹	luo'wen
螺线	luo'xian
螺线管	luo'xian'guan
螺旋	luo'xuan
螺旋桨	luo'xuan'jiang
螺旋线	luo'xuan'xian
罗布林卡	luo'bu'lin'ka
罗丹	luo'dan
罗得西亚	luo'de'xi'ya
罗非鱼	luo'fei'yu
罗汉	luo'han
罗经	luo'jing
罗拉	luo'la
罗列	luo'lie
罗罗	luo'luo
罗马	luo'ma
罗马帝国	luo'ma'di'guo
罗马法	luo'ma'fa
罗马尼亚	luo'ma'ni'ya
罗马数字	luo'ma'shu'zi
罗蒙诺索夫	luo'meng'nuo'suo'fu
罗盘	luo'pan
罗钦顺	luo'qin'shun
罗瑞卿	luo'rui'qing
罗斯	luo'si
罗斯托夫	luo'si'tuo'fu
罗素	luo'su
罗网	luo'wang
罗纹	luo'wen
罗星塔	luo'xing'ta
罗织	luo'zhi
罗嗦	luo'suo
逻各斯	luo'ge'si
逻辑	luo'ji
逻辑设计	luo'ji'she'ji
逻辑思维	luo'ji'si'wei
逻辑性	luo'ji'xing
逻辑学	luo'ji'xue
锣鼓	luo'gu
箩筐	luo'kuang
骡马	luo'ma
骡子	luo'zi
裸露	luo'lu
裸体	luo'ti
裸线	luo'xian
裸子植物	luo'zi'zhi'wu
落笔	luo'bi
落差	luo'cha
落成	luo'cheng
落锤	luo'chui
落到	luo'dao
落得	luo'de
落地	luo'di
落第	luo'di
落点	luo'dian
落后	luo'hou
落户	luo'hu
落花	luo'hua
落花流水	luo'hua'liu'shui
落脚	luo'jiao
落空	luo'kong
落矿	luo'kuang
落泪	luo'lei
落落	luo'luo
落落大方	luo'luo'da'fang
落日	luo'ri
落实	luo'shi
落水	luo'shui
落水狗	luo'shui'gou
落体	luo'ti
落伍	luo'wu
落下	luo'xia
落选	luo'xuan
落叶	luo'ye
落叶松	luo'ye'song
落雨	luo'yu
落在	luo'zai
洛夫	luo'fu
洛克	luo'ke
洛克菲勒	luo'ke'fei'le
洛兰	luo'lan
洛林	luo'lin
洛美	luo'mei
洛杉矶	luo'shan'ji
洛阳	luo'yang
洛伊	luo'yi
骆驼	luo'tuo
络合	luo'he
络合物	luo'he'wu
络线	luo'xian
络绎不绝	luo'yi'bu'jue
妈妈	ma'ma
麻痹	ma'bi
麻痹大意	ma'bi'da'yi
麻布	ma'bu
麻城	ma'cheng
麻袋	ma'dai
麻烦	ma'fan
麻纺	ma'fang
麻木	ma'mu
麻雀	ma'que
麻纱	ma'sha
麻绳	ma'sheng
麻线	ma'xian
麻药	ma'yao
麻油	ma'you
麻疹	ma'zhen
麻子	ma'zi
麻醉	ma'zui
麻醉剂	ma'zui'ji
玛丽	ma'li
玛瑙	ma'nao
码头	ma'tou
蚂蝗	ma'huang
蚂蚁	ma'yi
蚂蚱	ma'zha
马鞍	ma'an
马鞭	ma'bian
马槽	ma'cao
马场	ma'chang
马车	ma'che
马达	ma'da
马达加斯加	ma'da'jia'si'jia
马刀	ma'dao
马德里	ma'de'li
马德望	ma'de'wang
马灯	ma'deng
马丁	ma'ding
马队	ma'dui
马儿	ma'er
马耳他	ma'er'ta
马尔	ma'er
马尔萨斯	ma'er'sa'si
马夫	ma'fu
马褂	ma'gua
马关条约	ma'guan'tiao'yue
马赫	ma'he
马虎	ma'hu
马家	ma'jia
马建忠	ma'jian'zhong
马脚	ma'jiao
马可	ma'ke
马克	ma'ke
马克斯	ma'ke'si
马克思	ma'ke'si
马克思主义	ma'ke'si'zhu'yi
马克思主义者	ma'ke'si'zhu'yi'zhe
马口铁	ma'kou'tie
马拉	ma'la
马拉博	ma'la'bo
马拉硫磷	ma'la'liu'lin
马来西亚	ma'lai'xi'ya
马来亚	ma'lai'ya
马兰	ma'lan
马里	ma'li
马力	ma'li
马良	ma'liang
马列	ma'lie
马列主义	ma'lie'zhu'yi
马铃薯	ma'ling'shu
马龙	ma'long
马路	ma'lu
马马虎虎	ma'ma'hu'hu
马尼拉	ma'ni'la
马普托	ma'pu'tuo
马群	ma'qun
马赛	ma'sai
马上	ma'shang
马士英	ma'shi'ying
马氏体	ma'shi'ti
马斯	ma'si
马太	ma'tai
马蹄	ma'ti
马蹄形	ma'ti'xing
马头	ma'tou
马尾松	ma'wei'song
马文	ma'wen
马西埃	ma'xi'ai
马戏	ma'xi
马栈	ma'zhan
马子	ma'zi
马鬃	ma'zong
骂人	ma'ren
吗啡	ma'fei
埋单	mai'dan
埋伏	mai'fu
埋没	mai'mei
埋头	mai'tou
埋头工作	mai'tou'gong'zuo
埋头苦干	mai'tou'ku'gan
埋怨	mai'yuan
埋葬	mai'zang
买办	mai'ban
买办阶级	mai'ban'jie'ji
买不到	mai'bu'dao
买车	mai'che
买单	mai'dan
买价	mai'jia
买进	mai'jin
买卖	mai'mai
买卖人	mai'mai'ren
买通	mai'tong
买下	mai'xia
买帐	mai'zhang
买主	mai'zhu
买走	mai'zou
麦茬	mai'cha
麦加	mai'jia
麦克斯韦	mai'ke'si'wei
麦粒	mai'li
麦苗	mai'miao
麦收	mai'shou
麦穗	mai'sui
麦芽	mai'ya
麦芽糖	mai'ya'tang
麦子	mai'zi
麦麸	mai'fu
卖车	mai'che
卖出	mai'chu
卖给	mai'gei
卖国	mai'guo
卖国贼	mai'guo'zei
卖画	mai'hua
卖价	mai'jia
卖力	mai'li
卖力气	mai'li'qi
卖命	mai'ming
卖弄	mai'nong
卖钱	mai'qian
卖身	mai'shen
卖文	mai'wen
卖艺	mai'yi
卖淫	mai'yin
卖主	mai'zhu
迈步	mai'bu
迈进	mai'jin
脉搏	mai'bo
脉冲	mai'chong
脉冲雷达	mai'chong'lei'da
脉动	mai'dong
脉动电流	mai'dong'dian'liu
脉络	mai'luo
脉石	mai'shi
馒头	man'tou
蛮干	man'gan
蛮横	man'heng
蛮族	man'zu
满不在乎	man'bu'zai'hu
满城	man'cheng
满城风雨	man'cheng'feng'yu
满怀	man'huai
满怀信心	man'huai'xin'xin
满江红	man'jiang'hong
满口	man'kou
满满	man'man
满满的	man'man'de
满门	man'men
满面	man'mian
满面春风	man'mian'chun'feng
满目	man'mu
满目凄凉	man'mu'qi'liang
满腔	man'qiang
满身	man'shen
满天	man'tian
满心	man'xin
满眼	man'yan
满意	man'yi
满载	man'zai
满载而归	man'zai'er'gui
满洲	man'zhou
满洲国	man'zhou'guo
满足	man'zu
满族	man'zu
蔓延	man'yan
曼谷	man'gu
曼延	man'yan
曼梏	man'gu
慢车	man'che
慢化剂	man'hua'ji
慢慢	man'man
慢速	man'su
慢条斯理	man'tiao'si'li
慢吞吞	man'tun'tun
慢性	man'xing
慢性病	man'xing'bing
慢走	man'zou
漫不经心	man'bu'jing'xin
漫步	man'bu
漫长	man'chang
漫画	man'hua
漫骂	man'ma
漫漫	man'man
漫谈	man'tan
漫天	man'tian
谩骂	man'ma
芒果	mang'guo
芒硝	mang'xiao
芒种	mang'zhong
茫茫	mang'mang
茫然	mang'ran
盲肠	mang'chang
盲从	mang'cong
盲打	mang'da
盲动	mang'dong
盲动主义	mang'dong'zhu'yi
盲目	mang'mu
盲目性	mang'mu'xing
盲人	mang'ren
盲文	mang'wen
忙乱	mang'luan
忙于	mang'yu
莽莽	mang'mang
莽撞	mang'zhuang
茅草	mao'cao
茅山	mao'shan
茅台	mao'tai
茅台酒	mao'tai'jiu
茅屋	mao'wu
锚固	mao'gu
锚喷支护	mao'pen'zhi'hu
毛笔	mao'bi
毛病	mao'bing
毛茶	mao'cha
毛虫	mao'chong
毛刺	mao'ci
毛发	mao'fa
毛纺	mao'fang
毛巾	mao'jin
毛里塔尼亚	mao'li'ta'ni'ya
毛利	mao'li
毛料	mao'liao
毛驴	mao'lv
毛毛	mao'mao
毛霉	mao'mei
毛坯	mao'pi
毛皮	mao'pi
毛茸茸	mao'rong'rong
毛绒绒	mao'rong'rong
毛诗	mao'shi
毛毯	mao'tan
毛条	mao'tiao
毛细	mao'xi
毛细管	mao'xi'guan
毛线	mao'xian
毛选	mao'xuan
毛衣	mao'yi
毛泽东	mao'ze'dong
毛泽东思想	mao'ze'dong'si'xiang
毛毡	mao'zhan
毛织品	mao'zhi'pin
毛竹	mao'zhu
毛主席	mao'zhu'xi
毛装	mao'zhuang
毛子	mao'zi
矛盾	mao'dun
矛盾的普遍性	mao'dun'de'pu'bian'xing
矛盾的特殊性	mao'dun'de'te'shu'xing
矛盾论	mao'dun'lun
矛头	mao'tou
铆钉	mao'ding
铆接	mao'jie
茂密	mao'mi
茂盛	mao'sheng
冒充	mao'chong
冒顶	mao'ding
冒号	mao'hao
冒火	mao'huo
冒进	mao'jin
冒口	mao'kou
冒昧	mao'mei
冒名	mao'ming
冒牌	mao'pai
冒泡	mao'pao
冒失	mao'shi
冒险	mao'xian
冒险主义	mao'xian'zhu'yi
冒烟	mao'yan
冒雨	mao'yu
帽徽	mao'hui
帽子	mao'zi
貌似	mao'si
贸然	mao'ran
贸易	mao'yi
贸易市场	mao'yi'shi'chang
贸易协定	mao'yi'xie'ding
玫瑰	mei'gui
枚举	mei'ju
梅村	mei'cun
梅毒	mei'du
梅花	mei'hua
梅林	mei'lin
梅雨	mei'yu
梅子	mei'zi
酶类	mei'lei
霉菌	mei'jun
霉烂	mei'lan
霉素	mei'su
煤层	mei'ceng
煤耗	mei'hao
煤火	mei'huo
煤焦油	mei'jiao'you
煤矿	mei'kuang
煤炉	mei'lu
煤气	mei'qi
煤球	mei'qiu
煤炭	mei'tan
煤炭工业	mei'tan'gong'ye
煤田	mei'tian
煤系	mei'xi
煤烟	mei'yan
煤窑	mei'yao
煤油	mei'you
煤渣	mei'zha
没把	mei'ba
没出息	mei'chu'xi
没错	mei'cuo
没的说	mei'de'shuo
没法	mei'fa
没法子	mei'fa'zi
没敢	mei'gan
没关系	mei'guan'xi
没见过	mei'jian'guo
没了	mei'le
没落	mei'luo
没落	mo'luo
没入	mei'ru
没什么	mei'shen'me
没事儿	mei'shi'er
没事找事	mei'shi'zhao'shi
没收	mei'shou
没用	mei'yong
没有	mei'you
没有过	mei'you'guo
没准	mei'zhun
眉飞色舞	mei'fei'se'wu
眉开眼笑	mei'kai'yan'xiao
眉毛	mei'mao
眉目	mei'mu
眉头	mei'tou
眉眼	mei'yan
媒介	mei'jie
媒婆	mei'po
媒人	mei'ren
媒质	mei'zhi
镁合金	mei'he'jin
镁砂	mei'sha
镁砖	mei'zhuan
每次	mei'ci
每当	mei'dang
每吨	mei'dun
每份	mei'fen
每逢	mei'feng
每个	mei'ge
每个人	mei'ge'ren
每户	mei'hu
每回	mei'hui
每家	mei'jia
每克	mei'ke
每每	mei'mei
每秒	mei'miao
每年	mei'nian
每排	mei'pai
每期	mei'qi
每人	mei'ren
每日	mei'ri
每时每刻	mei'shi'mei'ke
每天	mei'tian
每一	mei'yi
每月	mei'yue
每周	mei'zhou
美德	mei'de
美感	mei'gan
美观	mei'guan
美观大方	mei'guan'da'fang
美国	mei'guo
美好	mei'hao
美化	mei'hua
美金	mei'jin
美景	mei'jing
美酒	mei'jiu
美丽	mei'li
美利坚合众国	mei'li'jian'he'zhong'guo
美满	mei'man
美梦	mei'meng
美妙	mei'miao
美名	mei'ming
美女	mei'nv
美人	mei'ren
美人鱼	mei'ren'yu
美容	mei'rong
美术	mei'shu
美谈	mei'tan
美味	mei'wei
美学	mei'xue
美育	mei'yu
美元	mei'yuan
美中不足	mei'zhong'bu'zu
美洲	mei'zhou
美妾	mei'qie
妹夫	mei'fu
妹妹	mei'mei
妹子	mei'zi
媚外	mei'wai
门板	men'ban
门齿	men'chi
门道	men'dao
门电路	men'dian'lu
门斗	men'dou
门垛	men'duo
门儿	men'er
门阀	men'fa
门房	men'fang
门缝	men'feng
门户	men'hu
门捷列夫	men'jie'lie'fu
门径	men'jing
门口	men'kou
门框	men'kuang
门类	men'lei
门帘	men'lian
门楼	men'lou
门路	men'lu
门罗	men'luo
门面	men'mian
门内	men'nei
门牌	men'pai
门票	men'piao
门人	men'ren
门生	men'sheng
门市	men'shi
门市部	men'shi'bu
门徒	men'tu
门外	men'wai
门下	men'xia
门限	men'xian
门诊	men'zhen
闷葫芦	men'hu'lu
闷气	men'qi
闷热	men're
萌动	meng'dong
萌发	meng'fa
萌生	meng'sheng
萌芽	meng'ya
萌芽林	meng'ya'lin
蒙蔽	meng'bi
蒙城	meng'cheng
蒙古	meng'gu
蒙古人	meng'gu'ren
蒙古族	meng'gu'zu
蒙混	meng'hun
蒙混过关	meng'hun'guo'guan
蒙蒙	meng'meng
蒙皮	meng'pi
蒙骗	meng'pian
蒙山	meng'shan
蒙受	meng'shou
蒙特	meng'te
蒙族	meng'zu
檬树	meng'shu
